CPSC	recall_number	remedy	sold_to	name_of_product	description	manufacturer	sold_exclusively_at	manufactured_in	incidents_injuries	hazard	importer	consumer_contact	units
CPSC	04071	Consumers should stop using these climbers immediately and call BBK or the retail store to return the units and receive reimbursement.	null	BBK 10010 Tree Climbers	The recalled BBK Tree Climbers have a model number of BBK 10010, which can be found on the outside of the box. The climber, which is primarily used by hunters, has a 2-piece climbing stand with a green powder coat finish, a camouflage padded seat and an expanded metal platform. A yellow warning label on the climber has BBK’s name, address, and phone number printed on it.	null	null	China.	No incidents have been reported. This recall is being conducted to prevent the possibility of injuries.	The steel back brace on the tree climber can weaken and fail, posing a serious injury hazard to the user.	BBK Enterprises Inc., of San Antonio, Texas	null	630
CPSC	04533	Consumers should stop using the pottery wheel kits and return the kits to any Discovery Channel store, or contact Discovery Channel stores' customer service, to receive a full refund or credit of the $39.95 purchase price or a replacement Pottery Wheel Kit and a $5 Discovery Channel store gift certificate.	null	Discovery Kids Imaginative Arts Pottery Wheel Kits	Only pottery wheel kits sold during October 2003 with SKU #690974 printed on the white UPC price label attached to the back lower right hand corner of the box are included in this recall. Pottery Wheel Kits sold after October 2003 with different SKU #'s are not included in this recall.	Curiosity Kits Inc. of Hunt Valley, Md.	null	China	None reported.	The brown clay contained in the Pottery Wheel kits could contain excess levels of bacteria, posing a risk of illness to users.	null	null	About 150
CPSC	04068	Consumers with the recalled units should immediately stop using the battery in the cell phone. Kyocera Wireless will contact consumers to arrange for delivery of a free replacement battery. If consumers are not contacted by Kyocera by Feb. 6, they are asked to contact the firm to receive the free replacement battery. The batteries should be stored in an environment with non-flammable materials.	null	Batteries in Kyocera Cell Phones (Model 7135 Smartphones)	The recalled batteries are included in Kyocera model 7135 Smartphone cell phones. The black and silver flip-up phones say &quot;Kyocera&quot; at the top of the screen. The recalled batteries have the red and white Kyocera name printed on the front and a product code ending with -05 printed on the underside.	Coslight International Group, of Hong Kong, manufactured the batteries for Kyocera Wireless Corp., of San Diego, Calif.	null	China	Kyocera Wireless Corp. has received four reports of battery failures, including one minor burn injury.	The recalled batteries can short-circuit and erupt with force or emit excessive heat, posing a burn hazard to consumers.	null	null	140,000
CPSC	04067	Consumer should remove the batteries from the flashlights and contact Browning for information on receiving a refund or replacement.	null	Browning CR123A lithium batteries sold with Browning Black Ice flashlights	The recalled 3-volt lithium batteries were packaged in pairs with Browning Black Ice 6-volt Xenon 6 LED flashlights. The batteries were also sold separately in packs of two. No other Black Ice model flashlights are involved in this recall.	Browning, of Morgan, Utah	null	China	There have been two reports of the flashlights rupturing. No injuries have been reported.	The batteries can short out, causing the flashlight's canister to rupture and pose injury to the consumer.	null	null	12,500
CPSC	04065	Consumers should stop children from using these toy cars immediately and contact the company for a free replacement air motor or alternative product.	null	&quot;Mud Boggers&quot; and &quot;Street Shredders&quot; Pump Up Racers	The recalled K'NEX Pump Up Racers come in two models: the &quot;Mud Bogger,&quot; which has a yellow car body and the &quot;Street Shredder,&quot; which has a red car body. Both models have a date code beginning with 7803, which is located on the bottom of the air motor, directly under the name &quot;K'NEX Industries Inc.&quot; The toy cars come with a pump attachment that helps project the car forward.	K'NEX Industries Inc., of Hatfield, Pa.	null	China	K'NEX has received two reports of bursting air motors, though no injuries have been reported.	The air motor in the toy cars can burst while being pumped up, causing parts of the motor or car to break off. Some of these parts can have sharp points and pose a risk of eye or laceration injuries.	null	null	About 14,000
CPSC	04066	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	04532	Hapco is directly notifying consumers who purchased these flagpoles about the recall and providing free repair kits. For more information, contact Hapco at (800) 368-7171, between 8 a.m. and 6 p.m. ET Monday through Friday, or visit their Web site at www.americanflagpole.com (note - recall is no longer available on firm's web site).	null	Internal Halyard Flagpoles	These Internal Halyard flagpoles have a hinged door and a metal cable on the outside of the pole.	Kearney-National, Hapco Division, of Abingdon, Va.	null	United States	Kearney-National is aware of three incidents of a counter weight falling, including with one incident resulting in a minor injury.	A partially crimped sleeve on these flagpoles can allow the cable to pull through the sleeve causing the loop to release. When the assembly is raised with no flag attached, it can allow a seven pound counter weight to drop to the ground, possibly hitting people nearby.	null	null	118
CPSC	04064	Consumers should discard immediately any Bumble Bee toys with blue antennae in their possession and contact Graco to receive a free replacement toy.	null	Bumble Bee Toys with blue antennae sold with certain Graco high chairs and Graco mobile entertainers, and also sold separately as an accessory and replacement part.	All Bumble Bee toys with blue antennae distributed by Graco are included in this recall. Specifically, Bumble Bee toys with blue antennae were distributed with Graco High Chair model numbers 3656CUB, 3658FKB, 3659KER, 3659NGS, 3660WNN and 35605 manufactured between July 22, 2002 and March 9, 2003, and Graco Tot Wheels Mobile Entertainer models 4522OTM, 4522TOTM, 4521ALP, 35628 and 4512FUN manufactured between November 8, 2001 and March 9, 2003. Bumble Bee toys with blue antennae were also distributed separately as an accessory and a replacement part with model number 548094S. Bumble Bee toys with yellow or black antennae are not affected.	Graco Children's Products, Inc. of Exton, Pa.	null	Toy made in China	Graco has received 26 reports of the antennae breaking off of the Bumble Bee toys, including five reports of children who started to choke on the broken antennae. One child's throat was scratched when the child's mother removed the broken antenna from the child's mouth. `	The blue antennae on the Bumble Bee toy can break, posing a choking hazard to young children.	null	null	About 398,000
CPSC	04531	Return the Lily Pad Clackers to Kindermusik International in the postage paid box provided by the firm. Kindermusik will replace the product with a product of comparable value.	null	null	The Lily Pad Clackers are wooden rhythm instruments designed for use with the Frog Went A-Dancing kit sold by Do-Re-Me &amp; You!, a Kindermusik affiliate. The recalled instrument is 5.25 inches long, and is made of wood. It has two green &quot;lily pads&quot; that are connected to the base by a string. The Clackers were sold as part of a music kit.	Kindermusik International, of Browns Summit, N.C.	null	null	None reported.	The green coating on the Lily Pad Clacker instruments contain high levels of lead, posing a risk of poisoning to young children.	null	null	About 430
CPSC	04529	Consumers should contact Susan Bristol Inc. customer service for information on returning the sweaters for credit for another product or a replacement of the trim.	null	null	These are ladies' Christmas sweaters with marabou feather trim that come in two different styles. One is a black pullover with marabou feather trim at the neckline and cuffs. The other style is a black, mohair-lined cardigan with embroidery and marabou trim at the neckline and cuffs. &quot;Susan Bristol LTD&quot; is written on the collar tag located at the center back neck of the garment. The RN #43189 (CA05633) can be found on a tag sewn in the right side seam of the sweaters.	Susan Bristol Inc., of Boston, Mass.	null	null	None reported.	The marabou feather trim on the sweaters is dangerously flammable.	null	null	1,100
CPSC	04061	Consumers should stop using the candles immediately and contact Lang Candles to receive a refund for each candle.	null	Thematic Candles	The recalled resin-encased candles came in 57 different models and themes, including a birdhouse design, watering can, flowerpot, and Halloween and Christmas designs. Generally, the candles measured between 1 &frac12; to 4 inches in height and 2 &frac12; to 3 inches in width. The multi-colored candles also had various fragrances, such as vanilla, eucalyptus, lavender, and butter pecan. Most of the units were filled with wax or had a metal wax-filled cup that was inserted inside the unit. On the bottom of all of the candles is a label that reads, &quot;LANG CANDLES, LTD. 800.260.8297 www.lang.com MADE IN CHINA.&quot;	Lang Candles, of Delafield, Wis.	null	China	Lang Candles has received nine reports of the candles igniting, resulting in six reports of property damage, though no one has been injured.	Resin in the candleholder can ignite, posing a serious burn and fire hazard to consumers.	null	null	92,000
CPSC	04530	Consumers should stop using these treestands with 1903 and 2103 stamping on the blades immediately, and discard or destroy the product. As the company is out of business, a remedy is no longer available.	null	null	The climbing tree stands included in this recall are the Original Ol' Man Double X with model number OMDX-MO, Grand Ol' Man Double X with model number GOMDX-MO, Multi-Vision with model number MV- MO, and Grand Multi-Vision with Model number GMV-MO. All units have Warning labels affixed to the stands varying in weight capacities of 250 lbs to 350 lbs. The bottom platform of each tree stand has a lot number stamped on the serrated blades that would indicate when it was produced. Only tree stands having the number 1903 or 2103 stamped on the blades of the stand bottom are included in the recall. The stands have a mesh net seat and are painted green.	Ol' Man Treestands, of Hattiesburg, Miss., a division of L &amp; L Enterprises, Inc.	null	null	Ol' Man Treestands has received five reports of serrated blades bending, but no reports of injuries.	A serrated blade that supports the stand on a tree can bend, posing the risk of falls and serious injuries to hunters.	null	null	1,775
CPSC	04059	Return the candleholders to the store where purchased for a refund.	null	CROWNZZ™ Candleholders	The Christmas-themed candleholders were sold in various shapes and sizes, and include the following model names and numbers: Snowman (79911), Scarecrow (79914), Santa (79917), Swan (79912), Angel (79913), Rose (79915), Girl (79918) and Kneeling Angel (79916). The model number is located on UPC label on the outside of the packaging.	null	null	China	None reported.	The candleholders do not allow for the safe burning of a candle, which poses a fire hazard to consumers.	null	null	2,300
CPSC	04528	Call Avon toll-free at (800) 445-AVON between 8 a.m. and 6 p.m. ET Monday through Friday for information on how to receive instructions to remove the spring mechanism. Known purchasers are being sent direct mail notification of this recall.	null	null	The Jack-In-the-Box toy is battery operated, and has two yellow sides, two red sides, and a blue top and bottom. &quot;THE LEARNING JOURNEY&quot; is printed on the bottom of the toy. Model number F483361 is printed on the bottom of the packaging.	null	null	null	Avon has received one report of the spring mechanism detaching from the toy. No injuries were reported.	A spring mechanism attached to the lid can break and detach from the toy, posing a choking hazard to young children.	null	null	56,000
CPSC	04057	Consumers should immediately stop using the product and return the candle gift set to Wal-Mart for a full refund.	null	Home Trends Natural Holiday Collection Candle gift set: &quot;Painted Snowman.&quot;	Each Home Trends Natural Holiday Collection Candle gift set contains three candles with a scene painted on the exterior. The &quot;Painted Snowman&quot; gift set includes three candles, a display plate, pine sprigs, and golden berries. The &quot;Painted Snowman&quot; gift set is model CAD2525193 and has UPC number 069302970040. Three similar Home Trend Ice Holiday Collection Candle gift sets were	Qingdao Kingking Applied Chemistry Co., Ltd., China	null	null	No injuries or incidents have been reported to Wal-Mart.	Paint on the exterior surface of the candles could potentially sustain flame posing a potential fire hazard.	Wal-Mart, Bentonville, Ark.	null	10,085 units of the &quot;Painted Snowman&quot; gift set.
CPSC	04056	Return the recalled cords to any Family Dollar Store for a refund.	null	Durex Procraft Outdoor Extension Cords	These are 25-foot Durex Procraft outdoor extension cords. These green cords are sold in blue and black packaging. An Underwriters Laboratories' label is attached to the cord showing code &quot;E-174825.&quot; The item UPC number is 0 74972 01025 1, and is located on the back of the package in the lower right-hand corner.	null	null	China	None reported.	Use of these extension cords could result in an electric shock or electrocution to consumers.	null	null	60,000
CPSC	04527	Consumers should stop using their tractors immediately and contact a John Deere dealer for a free repair.	null	null	null	Deere &amp; Company of Moline, Ill.	null	null	John Deere is aware of several failures of the transmission with no reported injuries.	null	null	null	1,700
CPSC	04055	Do not ignite any candles in this &quot;Hanukkah Menorah.&quot; Stop using the menorah immediately and return to the store for a full refund. You may mail the menorah to Crate and Barrel and receive a refund check.	null	Crate and Barrel &quot;Hanukkah Menorah&quot;	The Crate and Barrel &quot;Hanukkah Menorah&quot; has a clear acrylic base with brass candle cups. The menorah accommodates nine standard menorah candles. Its SKU number is 589-055.	null	null	India	One incident; no injuries.	The acrylic base of the Hanukkah menorah can ignite if the candles are allowed to burn completely, creating a fire hazard.	null	null	800
CPSC	04526	Affected owners will be provided with a retention plate to be installed over the lamps to hold them in place. Guth Lighting and their distributors are contacting purchasers directly about this recall program.	null	null	The light fixtures measure 22 inches in diameter and are labeled &quot;GUTH LIGHTING, ENVIROGUARD LOW MOUNT&quot; with the catalog number printed on a label on the light fixture. Light fixtures included in the recall are Prismatic Acrylic (ELP), Open Damp (O), 22 inch (2), all reflectors (1-6), all ballast cover types (1-4), 8 lamp 42 watt tube (842T), 120 volt (1) models. The catalog numbers will be shown as ELP-O 2 – (1, 2, 3, 4, 5 or 6) (1, 2, 3 or 4) 842 T-1.	Guth Lighting (division of JJI Lighting Group), of St Louis, Mo.	null	null	Guth has received reports of about 50 lamps falling from the lamp socket. No injuries have been reported.	The lamp can fall out of the lamp socket and strike somebody standing or walking beneath the light fixture, posing a laceration risk if the lamp breaks.	null	null	1,850
CPSC	04053	Consumers should contact Emerson toll-free number to request a free insert. The insert is installed inside the blower port to eliminate the hazard.	null	Wet/Dry Vacuums	The recall involves Craftsman 16-gallon and RIDGID 12- and 16-gallon wet/dry vacuums. The vacuums are used to pick up wet and dry debris. Another feature of the vacuum is the blower, which provides additional cleaning functions.	Emerson Tool Company, a division of Emerson Electric Co., of St. Louis, Mo.	null	United States.	Emerson Tool Company has received 10 reports of children inserting their arms into the ports and receiving minor cuts and abrasions to their fingertips.	The exhaust blower ports on the wet/dry vacuums are large enough for a small child to reach inside and touch the spinning blower wheel. This poses a laceration hazard to small children.	null	null	null
CPSC	04525	Consumers should stop using the rocking chairs and contact Hill-Rom to receive a replacement rocker glider.	null	null	The wooden rocking chairs were sold in two styles, a contemporary model (PI155131) and a more traditional model (P155132). Both style rocking chairs have a clear varnish finish. The rocking chairs can be identified by washers and screws located under the seat, near the legs.	null	null	null	Hill-Rom has received 40 reports of rocking chairs collapsing, including two reports of consumers receiving bumps and bruises to the head and shoulders.	The chairs' support assembly can fail and cause the rocking chair to collapse, posing the risk of injury to the user.	null	null	2,900
CPSC	04049	Consumers should immediately stop using the product and return the candle gift set to Wal-Mart for a full refund.	null	Home Trends Ice Holiday Collection Candle gift set: Snow House Candle gift set; Snowman Candle gift set; Snowflake Candle gift set	Each Home Trends Ice Holiday Collection Candle gift set contains three candles with one of these scenes painted on the exterior: Snow House Winter; Snowman; or Snowflake design.	Qingdao Kingking Applied Chemistry Co., Ltd., China	null	China	No injuries or incidents have been reported to Wal-Mart.	Paint on the exterior surface of the candles could potentially sustain flame posing a potential fire hazard.	Wal-Mart, Bentonville, Ark.	null	69,804 units of the Snow House Candle gift set; 29,064 units of the Snowman Candle gift set; 62,428 units of the Snowflake Candle gift set.
CPSC	04050	Take these toys away from children immediately and contact the firm for information on receiving a refund or replacement toy.	null	&quot;Jack-In-the-Box&quot; Type Toys	Two designs of the &quot;Jack-In-the-Box&quot; type toys are included in this recall, both of which play &quot;Pop Goes the Weasel&quot; when the crank is turned. One is based on Dr. Seuss' Cat in the Hat, and the other is based on Ian Falconer's Olivia the pig character. The Cat in the Hat box is red, yellow and blue and has a black and white cat dressed in a red and white hat that pops out of the box. &quot;CAT IN THE HAT&quot; is written on the box lid. The Olivia box is black and salmon-colored with &quot;CIRCUS&quot; written around the top sides. The Olivia character dressed as clown pops out. Schylling Associates Inc. previously recalled a Bear &quot;Jack-In-the-Box&quot; type toy in November with the same hazard.	null	null	China	None reported.	The bead on the crank of the toy can detach, posing a choking hazard to young children.	null	null	14,400
CPSC	04051	Parents should stop their children from wearing this loungewear and return the item(s) to any Zutopia store for a full refund or exchange and receive $10 in Zu Dollarz for a future purchase.	null	Zutopia&quot; Girl's loungewear (15 different styles)	The 15 different styles of loungewear involved in this recall are available in girl's sizes small through extra-large (equivalent to girl's sizes 7-14). The following items are involved in the recall and are labeled &quot;Zutopia&quot;:	null	null	U.S.	No injuries reported. This recall is being conducted to prevent the possibility of injury.	The loungewear failed to meet federal flammability standards for children's sleepwear posing a risk of serious burn injuries to children. The standard requires sleepwear, including loungewear, to be flame resistant and if the garment ignites, the flame must self-extinguish.	null	null	5,500
CPSC	04523	Return the toys to store where purchased for a refund.	null	null	This Flutterby plush toy is a winged horse. These pink, blue or purple toys have small plastic gem stones attached to the horse's wings. The toys have labels reading, &quot;First &amp; Main, Inc., Lombard, IL, Flutterby, Item No. 4005.&quot;	First &amp; Main Inc., of Lombard, Ill.	null	China	None reported.	The decorative gem stone on the toy's wings could detach, posing a choking hazard to young children.	null	null	2,300
CPSC	04524	Consumers should stop using these snowmobiles immediately. Registered owners have been notified about this recall by mail. If consumers are unsure if their snowmobile is affected, they should call Arctic Cat toll-free at (800) 279-6851 between 8 a.m. and 5 p.m. CT Monday through Friday or go to the firm's Web site at www.arcticcat.com/snowmobiles. Consumers should have available the model name and model number of the snowmobile when they call. The model name and model number are displayed on the registration materials you received when you purchased your snowmobile, and on your operator's manual. Consumers with a recalled snowmobile should contact their local Arctic Cat snowmobile dealer to schedule the free repair.	null	null	The recalled red plastic skis (part number 1703-131) were used on a number of 2003 Arctic Cat Firecat models. All 2003 Arctic Cat Firecat snowmobiles produced with red plastic skis are included in this recall.	Arctic Cat Inc., of Thief River Falls, Minn.	null	Madison, S.D.	None reported.	The red plastic skis used on these 2003 model year snowmobiles could be damaged by UV light exposure. If during off-season storage, the snowmobile was stored with the skis exposed to sunlight, damage may have occurred. If UV damage has occurred, the ski may crack or break during use. If this occurs, it could lead to a loss of control that could result in severe injury or death.	null	null	3,700
CPSC	04521	QVC is contacting each purchaser by direct mail to arrange for the return of each pressure washer for a full credit or refund.	null	null	These blue and gray electric pressure washers are labeled &quot;Strategy 1500 PSI Powerwasher&quot; and were sold as QVC item number V16257.	Shanghai Mei Hao Electric Appliance Co. Ltd., Shanghai, China	null	null	QVC received 15 reports of overheating. No injuries or property damage have occurred.	Overheating, posing a potential for fire and personal injury.	SK Enterprises, Inc., Newburgh, New York	null	38,000
CPSC	04522	Specialized has agreed to replace the 8-inch brake rotors on these bikes with 6-inch rotors at no cost to the consumer. Consumers should stop riding these bikes and return them to an authorized retailer.	null	null	These are 2004 S Works Enduro and 2004 Enduro Expert mountain bikes with 8-inch brake rotors in the front.	Specialized Bicycle Components Inc., Morgan Hill, Calif.	null	null	None reported.	During heavy braking, the brake tabs on the front forks could break off, possibly causing a loss of control and fall from the bicycle.	null	null	250
CPSC	04047	Contact the MAAX Spa Fulfillment Center to arrange for installation of a free replacement pump motor capacitor.	null	Infinity and Lifestyle Spas	The recall involves Infinity and Lifestyle model spas manufactured by MAAX Spas. Only MAAX Spas equipped with a Motor Capacitor Inc. capacitor are included in this recall. Units that contain the capacitor have a label on the motor that reads, &quot;Tiny Might.&quot; Various models of the spas are included in the recall. Contact the MAAX Spa Fulfillment Center to determine if your model is included in the recall.	null	null	The capacitors were manufactured in Taiwan. The motors and pump assemblies were manufactured in the United States. The spas were manufactured in Canada.	CPSC and MAAX Spas has received more than 100 reports of incidents of overheating of the motor capacitor. Twelve reports of overheating resulted in fires. No injuries or property damage, other than to the spa itself, have been reported.	The motor capacitor, which is a component of the circulating pump, can overheat. This poses a fire hazard.	null	null	13,000
CPSC	04048	Consumers should contact the company to receive information on returning the product for a full refund, including postage. The company also will provide consumers a $20 gift card upon return of the merchandise.	null	Mica Tree Candleholders	The recalled copper and mica candleholders were sold in rectangular and square shapes. The 8.5-inch tall, square-shaped candleholder has a cut-out of an evergreen tree on each side. The 10-inch tall, rectangular-shaped candleholder has cut-outs of an evergreen tree, a star and moon on each side.	null	null	China	The company received one report of the rectangle-shaped candleholder igniting after a consumer lit the tealight candle. No injuries have been reported.	Flames from the tealight candle can ignite the candleholder, posing a fire and burn hazard.	null	null	800
CPSC	04046	Stop using the candleholder immediately and return the candleholder to Home Interiors &amp; Gifts, 2901 Trade Center, Suite 100, Carrollton, TX 75007, Attn: Snow Play Recall. Consumers should clearly mark the outside of the box with their name, return address, and total number of candleholders being returned, to receive a $20 gift certificate from Home Interiors for the full purchase price and shipping expense.	null	Snow Play Candleholder	The recalled candleholder is about 6 inches high and is packaged in a box with &quot;Home Interiors&quot; written on the top of the box. Each candleholder has three snowmen linked by a small rope, &quot;sledding&quot; down a hill around the votive candleholder. The snowmen are painted red, blue, and green.	null	null	China	Two reports of the rope on the candleholder catching fire. No property damage and no injuries.	Flames from the votive candle can set fire to the rope linking three &quot;sledding&quot; snowmen.	null	null	14,338
CPSC	04520	Consumers should stop using these vehicles immediately and contact Club Car for a free inspection and repair. Most vehicle owners have already been contacted by Club Car.	null	null	The Lynx is an off-road vehicle, shaped like a golf cart, but designed for hunters and sportsmen. The name &quot;Club Car&quot; appears on the front of the vehicle. The recalled vehicles have serial number prefix LX0344 through LX0353, and LX0401 through LX0409. The serial number is located on a decal just above and to the right of the accelerator pedal.	Club Car Inc., of Augusta, Ga.	null	null	Club Car has received one report of a hunting vehicle losing steering control, though no injuries have been reported.	The steering connections on the front suspension rack can come loose, posing a risk of the operator losing control of the vehicle.	null	null	158
CPSC	04043	Consumers should stop using the units immediately and contact Bachtold if you have the Whipper or B-800 models or contact Country Home Products if you have the DR Field &amp; Brush model to receive a free repair kit. The repair involves the installation of a mechanism that will shut down the engine if and when the operator takes his/her hands off the handlebar.	null	Weed and Brush Cutters	The recalled Weed and Brush Cutters have an orange or green body and include the W-24 models, sold under the Bachtold Whipper, DR Field &amp; Brush Mower, and B-800 (with a 77-100 deck) brand names. The brand name is printed on the drive box between the engine and the left wheel. DR All-Terrain Field &amp; Brush mowers manufactured by Country Home Products are not included in this recall.	Bachtold Brothers Inc., of Gibson City, Ill.	null	United States.	The company has received eight reports of laceration injuries.	The operator can come in contact with the rotating blade, even when disengaged, by pulling on the front of the mower deck while the engine is running, posing a serious injury hazard to consumers.	null	null	63,600
CPSC	04044	Consumers should contact the retailer where the product was purchased or Barnett of the Caribbean for more information on returning the product for a refund.	null	Showerhead Hot Water Heaters	Showerhead heaters involved in the recall include model numbers 194310 and 192033. The model numbers are printed on the front of the unit. The heaters are packaged in a clear, plastic bag with card, or in a printed box that reads in part, &quot;Sintex Super Ducha,&quot; &quot;Sintex Electronic,&quot; and &quot;Made in Brazil.&quot;	Sintex of Brazil, distributed by Barnett of the Caribbean, of Bayamon, Puerto Rico	null	Brazil.	None reported.	The showerhead hot water heaters are attached to the shower's water supply piping and connected to a household's electrical supply source when central hot water is not available. Undersized wiring prevents this unit from being suitable in wet locations, the rotary switch is not waterproof and the installation instructions fail to recommend an electrical junction box, but instead recommends tape. Another hazard is the plastic enclosure which poses an electrocution and fire hazard.	null	null	17,400
CPSC	04045	Consumers should remove the batteries and discard the mini- flashlights.	null	Mini-flashlights	The mini-flashlights were provided to consumers as a free gift with the purchase of Aim n' Flame II multi-purpose lighters. The black, plastic flashlight is about 5 1/4-inches long with a thin red ring around the barrel. There is no safety issue relating to the multi- purpose lighter and it is not the subject of this voluntary recall.	SCI Promotion Group LLC of Ontario, Calif. and Scripto- Tokai Corporation of Rancho Cucamonga, Calif.	null	China	The company has received two reports of flashlights overheating. No injuries have been reported.	The mini-flashlight's battery compartment can overheat, presenting a possible burn hazard to consumers.	null	null	448,000
CPSC	04519	Pull the waist drawstrings out of the jacket.	null	null	The two-piece fleece pant set is pink and royal blue and comes in sizes 4 to 6X.	null	null	null	None reported with this product.	Waist drawstring on jacket is longer than 3 inches when the waist is expanded to its fullest width, and there are toggles and knots at the end of the un-tacked drawstring. This can cause the drawstring to catch on protrusions (such as bus doors or handles), potentially causing injury or death if the person is dragged by the vehicle.	null	null	11,187
CPSC	04518	Pull the waist drawstrings out of the jacket.	null	null	The two-piece fleece pant set is pink and royal blue and comes in sizes 4 to 6X.	null	null	null	None reported with this product.	Waist drawstring on jacket is longer than 3 inches when the waist is expanded to its fullest width, and there are toggles and knots at the end of the un-tacked drawstring. This can cause the drawstring to catch on protrusions (such as bus doors or handles), potentially causing injury or death if the person is dragged by the vehicle.	null	null	14,538
CPSC	04517	Pull the waist drawstrings out of the jacket.	null	null	The two-piece fleece pant set is pink and royal blue and comes in sizes 4 to 6X.	null	null	null	None reported with this product.	Waist drawstring on jacket is longer than 3 inches when the waist is expanded to its fullest width, and there are toggles and knots at the end of the un-tacked drawstring. This can cause the drawstring to catch on protrusions (such as bus doors or handles), potentially causing injury or death if the person is dragged by the vehicle.	null	null	3,628
CPSC	04039	Consumers should take these balls away from young children and dispose of the balls immediately. Consumers can contact the firm for a coupon redeemable wherever American Greetings' products are sold.	null	DesignWare&reg; Crazy Bounce Balls	This is a 1 1/2-inch multi-colored cluster of green, light green and brick red rubber balls. There are four balls in each package. The packaging has a light green cardboard backer. Model number CBB 1306 and UPC 61526 01101 are written on the back of the packaging.	American Greetings Corp., of Cleveland, Ohio	null	China	None reported.	The balls could break apart, posing a choking hazard to young children.	null	null	17,000
CPSC	04040	Consumers should dispose of the zipper pulls immediately. Consumers can contact the firm for a coupon redeemable wherever American Greetings' products are sold.	null	DesignWare&reg; Zipper Pulls	This accessory item consists of a 2-inch plastic blue or purple butterfly-shaped photo holder that can be attached to a zipper. There are four items in a package. The packaging has a pink/hot pink cardboard backer. Model number ZPL 1820 and UPC 18100 72866 are written on the back of the packaging.	null	null	China.	None reported.	The product could separate and detach from the zipper, posing a choking hazard to young children.	null	null	122,700
CPSC	04042	Consumers should immediately remove these decorations from any display and keep out of reach of children. Consumers should return the item to Wal-Mart for a refund.	null	Cloth Santa decoration	This is an 8-inch, stuffed, plush Santa decoration with a bean bag-type fill material. Santa is outfitted in a traditional red and white suit with black and white spotted trim. He is wearing green gloves and black boots. Model #UX UGF 121J and UPC 61526 09253 are written on the display tag.	null	null	China	None reported.	The beaded nose on the cloth Santa decoration could detach, posing an aspiration hazard to young children.	null	null	500
CPSC	04036	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	04516	Return the jacket to the store where purchased for a refund or store credit.	null	null	These girls' hooded fleece jackets have either the brand name &quot;Just Friends&quot; or &quot;Angel Fish&quot; sewn on the inside collar. &quot;Just Friends&quot; also is written on the right pocket. The jackets are 80 percent cotton and 20 percent polyester. Jackets with style number 60103 were sold in girl sizes 4-6X in pink, green, blue and lilac. Jackets with style number 60104 were sold in girl sizes 4-6X sold in lilac, melon and turquoise. Jackets with style number 70103 were sold in toddler sizes 2- 4 in pink, mint green and lilac. The style number can be found on the jackets' hang tag.	The May Department Stores Co., of St. Louis, Mo.	null	null	None reported.	The zipper pull could detach from these jackets, posing a possible choking hazard to young children.	null	null	57,660
CPSC	04038	Return the sidewalk chalk to Toys &quot;R&quot; Us for a refund.	null	Multi-colored and solid-colored sidewalk chalk.	The sidewalk chalk is packaged in a clear-plastic backpack-type carrying case with these words on the label: &quot;Chalk To Go...Totally Me!...24 pieces, sidewalk chalk in different colors, fun chalk shapes.&quot; The label on the package also says &quot;Conforms to ASTM- D4236.&quot; The sidewalk chalk comes in several shapes: butterfly, spider, ice cream cone, bottle, cylinder, and triangular stick. The chalk pieces are solid-colored or multi-colored, including red, blue, green, yellow, and purple.	Manufactured by Agglo Corporation, Hong Kong (China), and imported by Toys &quot;R&quot; Us, Inc., Paramus, NJ.	null	China	None.	The multi-colored and solid-colored sidewalk chalk contains high levels of lead, posing a risk of poisoning to young children.	null	null	50,000 packages
CPSC	04034	Consumers should contact Merit for information on how to return their bunk bed and receive a full refund.	null	Merit Bunk Beds	The &quot;twin over twin&quot; bunk beds involve model #DLM550, #DLM160, and #860. The wooden recalled bunk beds are labeled with the &quot;Merit&quot; name and specific model numbers on the top front railing system of the bunk beds.	null	null	Brazil.	Merit has not received any reports of incidents. This recall is being conducted to prevent the possibility of injuries.	The bunk beds have openings between the guardrails and in the end structures that are too large. A child's body could slide between the openings and could become trapped by the head, posing a serious strangulation hazard.	Merit Furniture Distributors, Inc., Brooklyn, NY	null	524
CPSC	04515	Consumers should remove televisions from these stands immediately and return the stands to Circuit City for a refund.	null	null	These are &quot;Cherry Bentwood&quot; model television stands. The three-tier stands are made from mahogany wood and have curved glass ends. They are 30 inches high and 45 inches wide, and sold for use with televisions up to 36 inches in diameter. Model number PTT 22018 is written on the packaging and instructions. There is no writing on the stands themselves.	Planet 3, of Deerfield, Ill.	null	null	None reported.	The television stand can tip over when a television is placed on it, possibly causing injuries to nearby consumers or death to young children.	null	null	3,500
CPSC	04511	Consumers should stop using the recalled vehicles and contact the nearest John Deere dealer to schedule an appointment to have a new brake cable installed free of charge.	null	null	This recall involves Gator Utility Vehicles that are 4- to 6-wheeled vehicles with cargo boxes. The words &quot;John Deere&quot; and &quot;Gator&quot; appear on the side of the cargo box.	Deere &amp; Company, of Moline, Ill.	null	null	None reported.	Improper crimping of the brake cables could lead to reduced braking capacity, and in some cases, to failure of the foot pedal brake.	null	null	4,600
