organization	recall_number	recall_date	recall_url	manufacturers	product_types	descriptions	upcs	hazards	countries
CPSC	99127	1999-06-24	http://www.cpsc.gov/en/Recalls/1999/CPSC-Firms-Announce-Swimming-Pool-Dive-Stick-Recall-Because-of-Impalement-Risk-to-Children/	Florida Pool,null,null,null	Dive Sticks (see Swimming Pool Items),null	Florida Pool dive sticks,null,null		Internal Injury	
CPSC	99129	1999-06-24	http://www.cpsc.gov/en/Recalls/1999/CPSC-Hasbro-Announce-Recall-to-Repair-Star-WarsTM-LightsaberTM-Toys/	Hasbro	Toy Miscellaneous	Hasbro Star Wars Lightsaber toys		Burn - Not Fire-Related	
CPSC	99126	1999-06-23	http://www.cpsc.gov/en/Recalls/1999/CPSC-Atico-International-USA-Inc-Announce-Recall-of-Angel-Candle-Holders/	World Showcase,null,null	Candles & Candle Holders	Atico World Showcase angel candle holders		Fire & Fire-Related Burn	
CPSC	99125	1999-06-21	http://www.cpsc.gov/en/Recalls/1999/CPSC-Crate--Barrel-Announce-Recall-to-Repair-Childrens-Table/	Crate & Barrel	Furniture (Children)	Crate & Barrel children's tables		Entrapment	
CPSC	99124	1999-06-16	http://www.cpsc.gov/en/Recalls/1999/CPSC-Restoration-Hardware-Inc-Announce-Recall-of-Stuffed-Sock-Monkeys/	Restoration Hardware	Toy Animals Stuffed/Not Stuffed	Restoration Hardware Sock Monkey stuffed animals		Laceration	
CPSC	99123	1999-06-15	http://www.cpsc.gov/en/Recalls/1999/CPSC-Firms-Announce-Recalls-of-Toys-and-Lighters/	Binky,null,null	Toy Dolls & Accessories,null	ZNY novelty cigarette lighters,null		Fire & Fire-Related Burn,null	
CPSC	99122	1999-06-10	http://www.cpsc.gov/en/Recalls/1999/CPSC-Harbor-Freight-Tools-Announce-Recall-of-Work-Lights/	Harbor Freight Tools	Lights & Accessories	Harbor Freight Tools work lights		Electrocution/Electric Shock	
CPSC	99120	1999-06-07	http://www.cpsc.gov/en/Recalls/1999/Power-Strips-Extension-Cords-and-Toy-Trucks-Recalls/	Memo 6,null,null,null,null,null	Toy Trucks,null	Tonka toy trucks,null,null		Choking,null,null	
CPSC	99121	1999-06-07	http://www.cpsc.gov/en/Recalls/1999/CPSC-Franco-Manufacturing-Co-Inc-Announce-Recall-of-Beanbags-Sold-With-BarneyTM-Hopscotch-Game-Towels/	Franco Beach,null,null,null,null	Games	Barney Hopscotch Game Towels		Aspiration	
CPSC	99119	1999-06-03	http://www.cpsc.gov/en/Recalls/1999/CPSC-Firms-Announce-Recalls-of-Stairway-Gates-and-Lighters/	Ames,null,null,null,null,null	Gates (Safety),null	C & H Trading cigarette lighters,null		Fire & Fire-Related Burn,null	
CPSC	99117	1999-05-26	http://www.cpsc.gov/en/Recalls/1999/CPSC-Firms-Announce-Recalls-of-Infant-Cardigans-and-Stereo-Speakers/	Tommy Hilfiger,null	Clothing (Children),null	Polk Audio Stereo Speakers,null		Laceration,null	
CPSC	99115	1999-05-25	http://www.cpsc.gov/en/Recalls/1999/CPSC-E-and-I-Inc-Announce-Recall-of-Bungee-Baby-Bouncer/	Chelsea,null,null	Bouncers/Jumpers	E and I's Bungee Baby Bouncer toys		Fall	
CPSC	99114	1999-05-24	http://www.cpsc.gov/en/Recalls/1999/CPSC-Sauder-Woodworking-Co-Announce-Recall-of-Television-Carts/	Sauder Woodworking	Television Carts/Stands/Entertainment Centers	Sauder Woodworking television carts		Laceration	
CPSC	99113	1999-05-20	http://www.cpsc.gov/en/Recalls/1999/CPSC-Rawlings-Sporting-Goods-Co-Inc-Announce-Recall-of-Softball-Bats/	Wal-Mart,null,null,null	Baseball/Softball Accessories	Rawlings slow-pitch softball bats		Laceration	
CPSC	99112	1999-05-20	http://www.cpsc.gov/en/Recalls/1999/CPSC-GE-Home-Electric-Products-Inc-Announce-Recall-of-Undercabinet-Fluorescent-Lights/	General Electric,null,null,null,null,null,null	Lights & Accessories	General Electric (GE) Ultra Thin Line undercabinet fluorescent light fixtures		Electrocution/Electric Shock	
CPSC	99111	1999-05-17	http://www.cpsc.gov/en/Recalls/1999/CPSC-Firms-Announce-Recalls-of-Bikes-and-Scarves/	Coleman,null,null,null,null	Clothing (Adults),null	Art of Silk Tie Rack sheer silk scarves,null		Fall,null,null	
CPSC	99111	1999-05-17	http://www.cpsc.gov/en/Recalls/1999/CPSC-Firms-Announce-Recalls-of-Bikes-and-Scarves/	Coleman,null,null,null,null	Clothing (Adults),null	Art of Silk Tie Rack sheer silk scarves,null		Fall,null,null	
CPSC	99109	1999-05-11	http://www.cpsc.gov/en/Recalls/1999/CPSC-Kmart-Announce-Recall-of-Tru-Burn-Portable-LP-Gas-Grills-/	Tru-Burn,null	Grills, Smokers & Accessories	Tru-Burn Portable LP Gas Grills	024838170001	Fire & Fire-Related Burn	
CPSC	99110	1999-05-11	http://www.cpsc.gov/en/Recalls/1999/CPSC-IKEA-Announce-Voluntary-Recall-of-Wooden-Stacking-Ring-Toys-to-Replace-Top-Red-Ball-Pieces/	IKEA	Toy Miscellaneous	IKEA Design and Quality MULA toys		Choking	
CPSC	99108	1999-05-10	http://www.cpsc.gov/en/Recalls/1999/CPSC-Generation-2-Worldwide-Announce-Recall-to-Repair-Pisces-Baby-Cribs/	Next Generation,null	Cribs	Next Generation Pisces Cribs		Entrapment	
CPSC	99107	1999-05-05	http://www.cpsc.gov/en/Recalls/1999/CPSC-Firms-Announce-Recall-of-Wooden-Shape-Sorter-Toys-and-Pistol-Grip-Soldering-Guns/	Homier Distributing,null	Soldering Guns/Irons,null	Homier Distributing Pistol Grip Soldering Guns,null		Fire & Fire-Related Burn,null	
CPSC	99105	1999-04-29	http://www.cpsc.gov/en/Recalls/1999/CPSC-Walgreen-Co-Announce-Recall-of-Kids-Sipper-Bottles/	Walgreens	Bottles (Sports/Water/Thermos)	Kid's Sipper Bottles		Choking	
CPSC	99104	1999-04-29	http://www.cpsc.gov/en/Recalls/1999/CPSC-Bell-Sports-Inc-Announce-Recall-of-Bicycle-Helmets/	Bell Sports	Helmets & Helmet Accessories	Bell Bellistic bicycle helmets,null,null		Fall	
CPSC	99103	1999-04-28	http://www.cpsc.gov/en/Recalls/1999/CPSC-Toro-Co-Remind-Consumers-of-Lawn-Boy-Power-Mower-Recall/	Lawn-Boy,null,null,null,null	Lawn Mowers & Accessories	Lawn-Boy Silver Series Four Cycle walk-behind 21-inch power mowers		Laceration	
CPSC	99101	1999-04-27	http://www.cpsc.gov/en/Recalls/1999/CPSC-Candles-International-Inc-Announce-Recall-of-Candles/	Old Virginia Candle,null	Candles & Candle Holders	Old Virginia Candle scented candles		Fire & Fire-Related Burn	
CPSC	99100	1999-04-22	http://www.cpsc.gov/en/Recalls/1999/CPSC-Firms-Announce-Recall-of-Electric-Meter-Boxes-Trouble-Lights-Surge-Protectors/	Square D,null,null	Meter Boxes,null,null	Heavy Duty Trouble Lights,null,null		Electrocution/Electric Shock	
CPSC	99098	1999-04-19	http://www.cpsc.gov/en/Recalls/1999/CPSC-LL-Bean-Inc-Announce-Recall-of-Second-Model-of-Backpack-Child-Carriers/	LL Bean	Infant Carriers/Slings/Backpacks/Car Seats	L.L. Bean backpack child carriers		Fall	
CPSC	99097	1999-04-15	http://www.cpsc.gov/en/Recalls/1999/CPSC-ICON-Health--Fitness-Inc-Announce-Recall-of-Exercise-Gliders/	Weider,null,null,null,null,null	Exercise Machines/Equipment	Weider Shape Glider exercise machines,null,null		Fall	
CPSC	99096	1999-04-14	http://www.cpsc.gov/en/Recalls/1999/CPSC-Calvin-Klein-Cosmetics-Co-Announce-Recall-of-Fragranced-Candles/	Calvin Klein Cosmetics	Candles & Candle Holders	Calvin Klein CK Be fragranced candles,null,null,null,null,null		Fire & Fire-Related Burn	
CPSC	99095	1999-04-13	http://www.cpsc.gov/en/Recalls/1999/CPSC-Kikkerland-Designs-Inc-Announce-Recall-of-Novelty-Lighters/	UFO,null	Lighters	Kikkerland lamp novelty lighters,null		Fire & Fire-Related Burn	
CPSC	99092	1999-04-08	http://www.cpsc.gov/en/Recalls/1999/CPSC-Interstate-Engineering-Announce-Recall-of-Heat-Detectors-/	MasterGuard,null,null,null	Heat Detectors	Responsive heat detectors,null,null		Fire & Fire-Related Burn	
CPSC	99089	1999-04-07	http://www.cpsc.gov/en/Recalls/1999/CPSC--Firms-Announce-Recall-of-Velvet-Baby-Garments--Oster-Hair-Dryers/	Oster,null,null,null	Hair Dryers,null	Oster hand-held electric hair dryers,null		Electrocution/Electric Shock,null	
CPSC	99090	1999-04-07	http://www.cpsc.gov/en/Recalls/1999/CPSC-Lakewood-Engineering-Announce-Recall-of-Oil-Filled-Electric-Heaters-/	Service Merchandise,null	Electric Heaters	Lakewood low-profile oil-filled electric heaters		Electrocution/Electric Shock	
CPSC	99088	1999-04-05	http://www.cpsc.gov/en/Recalls/1999/CPSC-Wal-Mart-Stores-Inc-Announce-Recall-of-Ozark-Trail-Butane-Lighters/	Ozark Trail,null	Lighters	Ozark Trail butane utility lighters		Fire & Fire-Related Burn	
CPSC	99085	1999-03-25	http://www.cpsc.gov/en/Recalls/1999/CPSC-Newco-Announce-Recall-to-Repair-Bunk-Bed-Assembly-Kits/	Bed-N-Loft,null,null,null,null,null	Bunk Beds	Do-It-Yourself Bed-N-Loft Kits bunk bed assembly kits		Entrapment	
CPSC	99086	1999-03-25	http://www.cpsc.gov/en/Recalls/1999/CPSC-Colorbok-Announce-Recall-of-Blues-CluesTM-Toy-Notebooks/	Blue's Clues,null	Toy Miscellaneous	Colorbök Blue's Clues toy notebooks		Choking	
CPSC	99084	1999-03-24	http://www.cpsc.gov/en/Recalls/1999/CPSC-Peg-Perego-Announce-Recall-of-Childrens-Riding-Vehicles/	Peg Perego	Toy Ride-on	Peg Perego Diablo battery-powered children's riding vehicles,null,null,null,null,null,null,null,null,null,null,null,null		Fire & Fire-Related Burn	
CPSC	99082	1999-03-24	http://www.cpsc.gov/en/Recalls/1999/CPSC-Kidde-Safety-Announce-Recall-of-Carbon-Monoxide-Alarms/	Nighthawk,null,null	Carbon Monoxide Detectors/Alarms	Nighthawks carbon monoxide alarms,null		Poisoning	
CPSC	99081	1999-03-18	http://www.cpsc.gov/en/Recalls/1999/CPSC-Safari-Ltd-Announce-Recall-of-Toy-Puzzles/	Safari	Puzzles	Safari Peek Inside toy puzzles		Choking	
CPSC	99080	1999-03-17	http://www.cpsc.gov/en/Recalls/1999/CPSC-Dah-Ken-Industrial-Co-and-RST-USA-Announce-Recall-of-Bicycle-Front-Suspension-Forks/	Dah Ken Industrial,null	Bicycles & Accessories	GT bicycles,null,null,null,null,null		Vehicle Accident	
CPSC	99080	1999-03-17	http://www.cpsc.gov/en/Recalls/1999/CPSC-Dah-Ken-Industrial-Co-and-RST-USA-Announce-Recall-of-Bicycle-Front-Suspension-Forks/	Dah Ken Industrial,null	Bicycles & Accessories	GT bicycles,null,null,null,null,null		Vehicle Accident	
CPSC	99077	1999-03-11	http://www.cpsc.gov/en/Recalls/1999/CPSC-Iomega-Corp-Announce-Recall-of-Power-Supply-Units-for-External-Jaz-Disk-Drives/	Jaz,null	Adapter/Power Supply/Charger/Battery	Iomega external Jaz disk drive power supply units		Electrocution/Electric Shock	
CPSC	99076	1999-03-10	http://www.cpsc.gov/en/Recalls/1999/CPSC-Sanapac-Co-Announce-Recall-of-Dietary-Supplements/	Sanapac	Vitamins & Supplements	Sanapac Rooster Brand Pills dietary supplements,null,null,null,null		Poisoning	
CPSC	99074	1999-03-08	http://www.cpsc.gov/en/Recalls/1999/CPSC-Chariot-Victor-Publishing-Announce-Recall-of-VeggieTales-Dave-and-the-Giant-Pickle-Playset/	VeggieTales',null	Toy Play Sets/Activity Sets	VeggieTales' Dave and the Giant Pickle playsets		Choking	
CPSC	99073	1999-03-05	http://www.cpsc.gov/en/Recalls/1999/CPSC-NIKE-Announce-Recall-of-Infants-Little-Air-Jordan-Sneakers/	NIKE	Clothing (Children)	Nike Little Air Jordan XIV infant shoes		Poisoning	
CPSC	99072	1999-03-04	http://www.cpsc.gov/en/Recalls/1999/CPSC-Disney-Announce-Recall-of-Mickeys-Waffle-Irons/	Vitantonio Products,null	Waffle Irons	Vitantonio Premier Mickey's Waffler electric waffle irons		Electrocution/Electric Shock	
CPSC	99071	1999-03-03	http://www.cpsc.gov/en/Recalls/1999/CPSC-Schwinn-Cycling--Fitness-Announce-Recall-of-BMX-Bicycles/	Schwinn	Bicycles & Accessories	Schwinn Pro Stock BMX bicycles		Vehicle Accident	
CPSC	99070	1999-02-25	http://www.cpsc.gov/en/Recalls/1999/CPSC-The-Body-Shop-US-Announce-Recall-of-Scented-Jewel-Candles/	Body Shop U.S.	Candles & Candle Holders	Body Shop scented Jewel candles		Fire & Fire-Related Burn	
CPSC	99068	1999-02-23	http://www.cpsc.gov/en/Recalls/1999/Extension-Cords-Recalled-by-Tools-Exchange/	Spectrum Fitness,null	Exercise Machines/Equipment,null	Spectrum Fitness Multi-Purpose Weight Benches,null		Fall,null	
CPSC	99067	1999-02-23	http://www.cpsc.gov/en/Recalls/1999/CPSC-Wellmax-Announce-Recall-of-Extension-Cords/	Wellmax Intl	Extension Cords/Power Strips	Wellmax household extension cords		Electrocution/Electric Shock	
CPSC	99064	1999-02-18	http://www.cpsc.gov/en/Recalls/1999/CPSC-Coast-Guard-and-Trojan-Battery-Co-Announce-Recall-of-Marine-Type-Batteries-/	Pro-Guide,null,null,null,null	Adapter/Power Supply/Charger/Battery	Pro-Guide marine-type batteries,null,null,null,null		Laceration	
CPSC	99062	1999-02-17	http://www.cpsc.gov/en/Recalls/1999/CPSC-Cosco-Announce-Recall-to-Repair-Two-WaysTM-Tandem-Strollers/	Geoby,null	Strollers & Accessories	Geoby Two Ways tandem strollers		Collapse	
CPSC	99063	1999-02-17	http://www.cpsc.gov/en/Recalls/1999/CPSC-Cosco-Announce-Recall-to-Replace-Crib-Mattresses/	Cosco	Mattresses & Covers	Cosco tubular metal bed mattresses		Entrapment	
CPSC	99062	1999-02-17	http://www.cpsc.gov/en/Recalls/1999/CPSC-Cosco-Announce-Recall-to-Repair-Two-WaysTM-Tandem-Strollers/	Geoby,null	Strollers & Accessories	Geoby Two Ways tandem strollers		Collapse	
CPSC	99063	1999-02-17	http://www.cpsc.gov/en/Recalls/1999/CPSC-Cosco-Announce-Recall-to-Replace-Crib-Mattresses/	Cosco	Mattresses & Covers	Cosco tubular metal bed mattresses		Entrapment	
CPSC	99061	1999-02-16	http://www.cpsc.gov/en/Recalls/1999/CPSC-Rheem-Manufacturing-Announce-Recall-to-Repair-Electric-Furnaces-and-Air-Handlers/	Rheem	Furnaces	Rheem electric furnaces and air handlers		Fire & Fire-Related Burn	
CPSC	99059	1999-02-10	http://www.cpsc.gov/en/Recalls/1999/CPSC-Kodak-Announce-Recall-of-AC-Adapters-for-Digital-Cameras/	ELPAC,null	Adapter/Power Supply/Charger/Battery	Kodak digital camera AC adapters,null		Laceration,null	
CPSC	99058	1999-02-09	http://www.cpsc.gov/en/Recalls/1999/CPSC-Ace-Hardware-Corp-Announce-Recall-of-Butane-Lighters/	Ace Hardware	Lighters	Ace butane multipurpose lighters		Fire & Fire-Related Burn	
CPSC	99057	1999-02-04	http://www.cpsc.gov/en/Recalls/1999/CPSC-Arctic-Cat-Inc-Announce-Recall-of-1999-Model-Snowmobiles/	Arctic Cat	Snowmobiles	Arctic Cat snowmobiles		Laceration	
CPSC	99056	1999-02-03	http://www.cpsc.gov/en/Recalls/1999/CPSC-Thomson-Consumer-Electronics-Announce-Recall-of-GE-Brand-Spacemaker-Radio-Cassette-Players/	General Electric,null	Radios & Music Players	General Electric (GE) Spacemaker radio cassette players		Fire & Fire-Related Burn	
CPSC	99087	1999-02-03	http://www.cpsc.gov/en/Recalls/1999/CPSC-Woods-Industries-Inc-Announce-Recall-of-Voltage-Testers/	Woods Industries,null	Voltage Testers	Woods voltage testers		Electrocution/Electric Shock	
CPSC	99053	1999-01-21	http://www.cpsc.gov/en/Recalls/1999/CPSC-Baby-Swede-LLC-Announce-Recall-to-Repair-Baby-Bjorn-Infant-Carrier/	Baby Bjorn,null	Infant Carriers/Slings/Backpacks/Car Seats	Baby Bjorn fabric infant carriers		Fall	
CPSC	99054	1999-01-21	http://www.cpsc.gov/en/Recalls/1999/CPSC-KMC-USA-Inc-Announce-Recall-of-Flammable-Spray-String/	Party Time,null,null,null,null	Spray String/Streamers	Party Time Happy String		Fire & Fire-Related Burn	
CPSC	99052	1999-01-21	http://www.cpsc.gov/en/Recalls/1999/CPSC-Limited-Too-Inc-Announce-Recall-of-Childrens-Fleece-Robes/	Limited Too	Clothing (Children)	Limited Too girls' fleece robes		Burn - Not Fire-Related	
CPSC	99049	1999-01-14	http://www.cpsc.gov/en/Recalls/1999/CPSC-Elegant-Headwear-Co-Announce-Recall-to-Repair-Infant-and-Toddler-Hats/	Elegant Headwear	Clothing (Children)	Elegant Headwear infant and toddler hats		Strangulation	
CPSC	99047	1999-01-12	http://www.cpsc.gov/en/Recalls/1999/CPSC-Emerson-Electric-Co-Announce-Recall-to-Repair-Ceiling-Fans/	Air Comfort,null	Fans	Emerson ceiling fan installation kits,null		Electrocution/Electric Shock	
CPSC	99045	1999-01-07	http://www.cpsc.gov/en/Recalls/1999/CPSC-Toro-Co-Announce-Recall-of-Lawn-Boy-Power-Mowers/	Lawn-Boy,null,null,null,null	Lawn Mowers & Accessories	Lawn-Boy Silver Series Four Cycle walk-behind 21-inch power mowers		Laceration	
CPSC	99044	1998-12-29	http://www.cpsc.gov/en/Recalls/1999/CPSC-BRK-Announce-Recall-of-First-Alert-True-Fit-Safety-Gates/	BRK,null,null,null	Gates (Safety)	BRK First Alert True Fit safety gates		Choking	
CPSC	99043	1998-12-24	http://www.cpsc.gov/en/Recalls/1999/CPSC-Yang-Lin-Trading-Wholesale-World-Announce-Recall-of-Christmas-Lights/	Yang Lin Trading,null	Lights (Seasonal)	Yan Lin Trading Christmas lights,null	9741113050,null	Fire & Fire-Related Burn	
CPSC	99042	1998-12-23	http://www.cpsc.gov/en/Recalls/1999/CPSC-Kmart-Corp-Announce-Recall-of-Angel-Tree-Top-Ornament/	Kmart	Holiday Items (except lights)	Kmart electric angel tree-top ornaments		Fire & Fire-Related Burn	
CPSC	99041	1998-12-23	http://www.cpsc.gov/en/Recalls/1999/CPSC-American-Hua-Mao-Enterprises-Announce-Recall-of-Cigarette-Lighters/	American Hua Mao Enterprises	Lighters	American Hua Mao cigarette lighters		Fire & Fire-Related Burn	
CPSC	99036	1998-12-22	http://www.cpsc.gov/en/Recalls/1999/CPSC-Toy-Manufacturers-Announce-Recall-to-Replace-Toy-Basketball-Nets/	Junior Pro,null,null,null,null,null	Toy Sports	Fisher-Price toy basketball sets,null,null,null		Strangulation	
CPSC	99039	1998-12-17	http://www.cpsc.gov/en/Recalls/1999/Extension-Cords--Hair-Dryers-Recall/	Compact Pro,null,null,null	Hair Dryers,null	Morton Paper extension cords,null		Electrocution/Electric Shock	
CPSC	99039	1998-12-17	http://www.cpsc.gov/en/Recalls/1999/Extension-Cords--Hair-Dryers-Recall/	Compact Pro,null,null,null	Hair Dryers,null	Morton Paper extension cords,null		Electrocution/Electric Shock	
CPSC	99038	1998-12-16	http://www.cpsc.gov/en/Recalls/1999/CPSC-Marco-Alert-Consumers-to-Gas-Fireplace-Recall-Due-to-Fire-Hazard/	Marco Mfg	Fireplaces & Accessories	Marco gas decorative fireplaces		Fire & Fire-Related Burn	
CPSC	99037	1998-12-14	http://www.cpsc.gov/en/Recalls/1999/CPSC-Summer-Infant-Products-Inc-Announce-Recall-of-Crib-Rail-Toys/	Value City,null,null,null,null	Toy Infants/Cribs/Strollers	Summer Infant Products Garden Play Yard Pals crib and play yard rail toys	012914058022	Laceration	
CPSC	99035	1998-12-10	http://www.cpsc.gov/en/Recalls/1999/CPSC-LL-Bean-Inc-Announces-Recall-of-Backpack-Child-Carriers/	LL Bean	Infant Carriers/Slings/Backpacks/Car Seats	L.L. Bean backpack child carriers		Strangulation	
CPSC	99032	1998-12-03	http://www.cpsc.gov/en/Recalls/1999/CPSC-IRIS-USA-Announce-Recall-of-Plastic-Toy-Storage-Chests-/	IRIS U.S.A.,null	Toy Chests/Trunks	IRIS plastic storage chests		Entrapment,null	
CPSC	99030	1998-12-01	http://www.cpsc.gov/en/Recalls/1999/CPSC-Rubbermaid-Inc-Announce-Recall-of-Icy-RiderTM-Toboggan/	Icy Rider,null,null,null,null	Sports Equipment & Accessories	Icy Rider Toboggans		Fall	
CPSC	99027	1998-11-25	http://www.cpsc.gov/en/Recalls/1999/CPSC-DeWalt-Announce-Recall-to-Repair-Framing-Saws/	DeWalt,null	Framing Saws	DeWalt framing saws		Laceration	
CPSC	99026	1998-11-24	http://www.cpsc.gov/en/Recalls/1999/CPSC-Announces-Multiple-Play-Yard-Recalls-Due-to-Strangulation-Hazard/	Gerry,null,null,null,null,null,null,null,null,null	Playpens/Play yards	Kolkraft playpens,null,null,null,null,null,null,null		Strangulation	
CPSC	99024	1998-11-18	http://www.cpsc.gov/en/Recalls/1999/CPSC-Pacific-Scientific-Co-Announce-Recall-of-Treadmills/	Fitness Stores,null,null,null,null,null,null,null,null,null,null,null,null,null,null	Exercise Machines/Equipment	Tunturi treadmills,null,null,null,null,null,null,null,null,null,null,null,null,null		Fire & Fire-Related Burn,null	
CPSC	99021	1998-11-17	http://www.cpsc.gov/en/Recalls/1999/Kolcraft-Playskool-Double-Reward-for-Return-of-Recalled-Portable-Cribs/	Draco,null,null,null,null,null,null	Cribs	Kolkraft Playskool Travel-Lite Portable Cribs,null,null,null,null,null,null,null		Suffocation,null	
CPSC	99021	1998-11-17	http://www.cpsc.gov/en/Recalls/1999/Kolcraft-Playskool-Double-Reward-for-Return-of-Recalled-Portable-Cribs/	Draco,null,null,null,null,null,null	Cribs	Kolkraft Playskool Travel-Lite Portable Cribs,null,null,null,null,null,null,null		Suffocation,null	
CPSC	99022	1998-11-16	http://www.cpsc.gov/en/Recalls/1999/Entertainment-Units--Soldering-Irons-Recalls/	Wal-Mart,null,null,null,null	Television Carts/Stands/Entertainment Centers,null	AIG Designs Holding Entertainment Units,null		Electrocution/Electric Shock,null	
CPSC	99020	1998-11-12	http://www.cpsc.gov/en/Recalls/1999/Bedside-Cradles-and-Henry-Gym-Sets-Recalls/	One Step Ahead,null,null,null,null,null	Swing Sets,null	Henry Gym Sets,null		Fall,null	
CPSC	99017	1998-11-10	http://www.cpsc.gov/en/Recalls/1999/CPSC-Electrolux-Announce-Recall-to-Repair-Top-Corded-Vacuum-Cleaners/	Prolux Plus,null,null,null,null,null,null,null,null,null	Vacuum Cleaners/Sweepers	Electrolux Special Edition Ponytail Top-Corded Handle Vacuum Cleaners,null,null,null,null,null,null,null,null,null		Burn - Not Fire-Related	
CPSC	99018	1998-11-10	http://www.cpsc.gov/en/Recalls/1999/CPSC-Manufacturers-Announce-Recall-of-Wooden-Bunk-Beds/	Padilla's Furniture,null,null,null,null	Bunk Beds	Padilla's Furniture wooden bunk beds,null,null,null,null		Entrapment,null	
CPSC	99015	1998-11-05	http://www.cpsc.gov/en/Recalls/1999/CPSC-DeWalt-Industrial-Tool-Co-Announce-Recall-to-Repair-Electric-Screwdrivers/	Grabber,null,null	Screwdrivers	Black & Decker Industry & Construction corded electric screwdrivers,null,null		Electrocution/Electric Shock	
CPSC	99016	1998-11-05	http://www.cpsc.gov/en/Recalls/1999/CPSC-and-Sunbeam-Products-Inc-Announce-Recall-of-Gas-Grills-With-Side-Burners1/	Wal-Mart,null,null,null,null,null,null	Grills, Smokers & Accessories	Grillmaster gas grills with side burners		Fire & Fire-Related Burn	
CPSC	88093	1998-11-03	http://www.cpsc.gov/en/Recalls/1988/Love-Me-Tender-Dolls-Recalled-By-Tonka-Products/	Tonka	Toy Dolls & Accessories	Love Me Tender dolls		Choking	
CPSC	99014	1998-11-03	http://www.cpsc.gov/en/Recalls/1999/CPSC-NIKE-Announce-Recall-of-Mens-Air-Face-Up-Basketball-Shoes/	NIKE	Shoes, Sandals & Boots	Nike Air Face Up basketball shoes		Laceration	
CPSC	99013	1998-10-28	http://www.cpsc.gov/en/Recalls/1999/CPSC-Rubies-Costume-Co-Inc-Announce-Recall-of-Childrens-Vampire-Capes-and-Witch-Brooms/	Rubie's Costume	Clothing (Children)	Rubies children's witch brooms,null		Fire & Fire-Related Burn	
CPSC	99012	1998-10-22	http://www.cpsc.gov/en/Recalls/1999/CPSC-Fisher-Price-Announce-Recall-to-Repair-Power-Wheels-Ride-On-Battery-Powered-Vehicles/	Power Wheels,null	Toy Ride-on	Super Sound Jeep 4x4 Fisher-Price Power Wheels ride-on cars/trucks,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null		Electrocution/Electric Shock,null	
CPSC	99010	1998-10-20	http://www.cpsc.gov/en/Recalls/1999/Stuffed-Animals--Bi-fold-Doors-Recalls/	Great American Toy,null	Toy Animals Stuffed/Not Stuffed,null	BSW Great American Toy stuffed crab toys,null		Laceration,null	
CPSC	99009	1998-10-15	http://www.cpsc.gov/en/Recalls/1999/CPSC-Playwell-Toy-Announce-Recall-of-Xylophone-Mallets/	Right Start,null,null,null	Toy Musical Instruments	Playwell Music World Xylophone,null,null		Internal Injury	
CPSC	99008	1998-10-14	http://www.cpsc.gov/en/Recalls/1999/CPSC-Central-Sprinkler-Recall-Omega-Fire-Sprinklers-Settle-Lawsuit/	Central Sprinkler,null	Sprinklers (Fire)	Omega fire sprinklers		Fire & Fire-Related Burn	
CPSC	99006	1998-10-08	http://www.cpsc.gov/en/Recalls/1999/CPSC-Kmart-Corp-Announce-Recall-of-Inflatable-Baby-Floats/	Splash Club,null	Swimming Pool Items	Splash Club Kiddie Boat Deluxe Baby Float toys,null	016438100205,null,null,null	Drowning,null	
CPSC	99007	1998-10-08	http://www.cpsc.gov/en/Recalls/1999/CPSC-Deckers-Outdoor-Corp-Announce-Recall-of-Childrens-Teva-Sandals/	Deckers Outdoor,null	Shoes, Sandals & Boots	Little Kids Teva children's sandals		Fall	
CPSC	99005	1998-10-07	http://www.cpsc.gov/en/Recalls/1999/CPSC-Siemens-Energy--Automation-Inc-Announce-Recall-of-GFCI-Circuit-Breakers-Used-with-Hot-Tubs-and-Spas/	Murray,null	Ground Fault Circuit Interrupters (GFCI),null	Siemen's 2-pole ground fault circuit interrupter (GFCI) circuit breakers,null		Electrocution/Electric Shock	
CPSC	99004	1998-10-07	http://www.cpsc.gov/en/Recalls/1999/CPSC-Royal-CenturianSovereign-Announce-Recall-of-Portable-Heaters/	Wal-Mart,null,null,null,null	Electric Heaters	Royal Sovereign portable heaters,null		Fire & Fire-Related Burn	
CPSC	99003	1998-10-06	http://www.cpsc.gov/en/Recalls/1999/Skil-Hammer-Drill-and-Onika-Iron-Recalls/	Bargain Wholesale,null,null,null	Irons (Clothing),null	Onika Steam/Dry Spray Irons,null		Fire & Fire-Related Burn,null	
CPSC	99001	1998-10-01	http://www.cpsc.gov/en/Recalls/1999/CPSC-Philips-Consumer-Electronics-Company-Announce-Recall-to-Repair-Philips-Magnavox-Home-Audio-Theatre-Systems/	Montgomery Ward,null,null,null,null,null,null,null	Stereos	Philips Magnavox home audio theatre systems		Fire & Fire-Related Burn	
CPSC	99002	1998-10-01	http://www.cpsc.gov/en/Recalls/1999/CPSC-Atico-International-USA-Inc-Announce-Recall-of-Pacifiers-Sold-at-Bath--Body-Works/	Bath & Body Works,null,null	Pacifiers & Accessories	Plug me in & enjoy the silence pacifiers,null,null		Choking	
