organization	recall_number	recall_date	recall_url	description	summary
USDA	029a8fd3ec	2012-03-25	http://www.fsis.usda.gov/News_&_Events/Recall_017_2012_Release/index.asp	Sysco Seattle Inc., a Seattle, Wash. firm, is recalling approximately 16,800 pounds of ground beef patties imported from Canada because they may have been contaminated with E. coli O157:H7.	Washington Firm Recalls Beef Patties Due To Possible E. Coli Contamination
USDA	139e3e8a94	2012-03-24	http://www.fsis.usda.gov/News_&_Events/NR_032412_01/index.asp	The U.S. Department of Agriculture's Food Safety and Inspection Service (FSIS) is announcing a public health alert for ground beef patties imported from Canada because they may be contaminated with E. coli O157:H7 and may be associated with an illness in Canada.	FSIS Issues Public Health Alert for Imported Canadian Ground Beef Patties
USDA	13ab833c2c	2012-03-21	http://www.fsis.usda.gov/News_&_Events/Recall_016_2012_Release/index.asp	Southside Market & BBQ, an Elgin, Texas establishment, is recalling approximately 2,373 pounds of ready-to-eat beef sausage products that may have been contaminated with Listeria monocytogenes.The smoked and fully cooked products were produced on March 5, 2012, and distributed to retail warehouses in Texas, as well as through internet sales to California, Florida, Illinois, Louisiana, and Texas.	Texas Firm Recalls Beef Sausage Products Due To Possible Listeria Contamination
USDA	a365040946	2012-03-19	http://www.fsis.usda.gov/fsis_recalls/RNR_015_2012/index.asp	Lawson Foods LLC, an Irvington, N.J., establishment, is recalling approximately 84,587 pounds of pork product, as it includes pork product imported from Canada that was not properly presented for re-inspection upon entry into the United States.	Recall Notification Report 015-2012
USDA	3a0e929ef2	2012-03-18	http://www.fsis.usda.gov/News_&_Events/Recall_014_2012_Release/index.asp	LSG Sky Chefs, a San Jose, Calif. establishment, is recalling approximately 1,784 pounds of grilled chicken Caesar wraps because the Caesar dressing used in the wrap products contains egg, a known allergen not declared on the wrap product label.	California Firm Recalls Chicken Caesar Wraps Due to Misbranding and Undeclared Allergens
USDA	6a2000d4a4	2012-03-06	http://www.fsis.usda.gov/News_&_Events/Recall_013_2012_Release/index.asp	Tyson Prepared Foods, Inc., a South Hutchinson, Kan. establishment is recalling approximately 12,060 pounds of pizza topping products because of misbranding and an undeclared allergen. The packaging identifies the products as beef, but they actually contain pork. Additionally, the pork products contain soy, a known potential allergen, which is not declared on the label.	Kansas Firm Recalls Pizza Topping Products Nationwide Due To Misbranding And Undeclared Allergen
USDA	38606cff84	2012-03-02	http://www.fsis.usda.gov/News_&_Events/Recall_012_2012_Release/index.asp	Pasou Foods, a Syracuse, Ind. establishment, is recalling approximately 147 pounds of frozen, fully cooked, ready-to-eat pizza stick products because a meat ingredient used in the product may have been produced without the benefit of federal inspection.	Indiana Firm Recalls Ready-To-Eat Pizza Stick Products Produced Without Benefit of Inspection
USDA	b5d12d3922	2012-02-28	http://www.fsis.usda.gov/FSIS_Recalls/RNR_011_2012/index.asp	London Meat Company, a New York, N.Y., establishment, is recalling approximately 200 pounds of country breakfast sausage because it contains monosodium glutamate (MSG).	Recall Notification Report
USDA	8c88c40409	2012-02-16	http://www.fsis.usda.gov/News_&_Events/Recall_009_2012_Release/index.asp	AA Meat Products Corporation, a Maywood, Calif. establishment, is recalling an undetermined amount of meat and poultry products because they may have been produced without the benefit of federal inspection.	California Firm Recalls Meat and Poultry Products Produced Without Benefit of Inspection
USDA	40e4b7544a	2012-02-16	http://www.fsis.usda.gov/News_&_Events/Recall_010_2012_Release/index.asp	The Chili Station, a Ludlow, Mass. establishment, is recalling approximately 3,800 pounds of chili products because they may have been produced without the benefit of federal inspection.	Massachusetts Firm Recalls Chili Products Produced Without Benefit of Inspection
USDA	9a7f03acb5	2012-02-10	http://www.fsis.usda.gov/News_&_Events/Recall_008_2012_Release/index.asp	Han Yang Inc., a Milwaukee, Wisc., establishment, is recalling approximately 25,600 pounds of cooked pork hocks because of misbranding and an undeclared allergen. The products contain wheat, a known allergen, which is not noted on the label.	Wisconsin Firm Recalls Cooked Pork Hocks Due To Misbranding and an Undeclared Allergen
USDA	5a1125c93f	2012-02-07	http://www.fsis.usda.gov/News_&_Events/Recall_007_2012_Release/index.asp	Bost Distributing Company doing business as Harold Food Company, a Bear Creek, N.C. establishment, is recalling approximately 1,200 pounds of chicken salad products. The products contain eggs that are the subject of a Food and Drug Administration (FDA) recall due to concerns about contamination with Listeria monocytogenes.	North Carolina Firm Recalls Chicken Salad Products Due To Possible Listeria Contamination
USDA	e88d30b34c	2012-02-04	http://www.fsis.usda.gov/News_&_Events/Recall_006_2012_Release/index.asp	N.J. establishment, is recalling approximately 389 pounds of Cobb and spinach salads. The salads contain eggs that are the subject of a Food and Drug Administration (FDA) recall due to concerns about contamination with Listeria monocytogenes.	New Jersey Firm Recalls Cobb and Spinach Salads Due to Possible Listeria Contamination
USDA	abb7beefb9	2012-02-04	http://www.fsis.usda.gov/News_&_Events/Recall_004_2012_Release/index.asp	A Cincinnati, Ohio establishment, is recalling approximately 23 pounds of chef salad products. The salads contain eggs that are the subject of a Food and Drug Administration (FDA) recall due to concerns about contamination with Listeria monocytogenes.	Ohio Firm Recalls Salads Due to Possible Listeria Contamination
USDA	9c6696118d	2012-02-03	http://www.fsis.usda.gov/News_&_Events/Recall_005_2012_Release/index.asp	GH Foods SW, a Houston, Texas establishment, is recalling approximately 515 pounds of Cobb salad products. The salads contain eggs that are the subject of a Food and Drug Administration (FDA) recall due to concerns about contamination with Listeria monocytogenes.	Texas Firm Recalls Cobb Salads Due To Possible Listeria Contamination
USDA	8ab18a08dc	2012-01-27	http://www.fsis.usda.gov/News_&_Events/Recall_003_2012_Release/index.asp	18th Street Deli Inc., a Hamtramck, Mich., establishment, is recalling approximately 118 pounds of julienne salad products with turkey, ham and hard-boiled eggs. The salads contain eggs that are the subject of an FDA recall due to contamination with Listeria monocytogenes.	Michigan Firm Recalls Salad Products for Possible Listeria Contamination
USDA	1f22da1a60	2012-01-27	http://www.fsis.usda.gov/News_&_Events/Recall_002_2012_Release/index.asp	J&B Group, Inc., a St. Michael, Minn., establishment, is recalling approximately 2,645 pounds of beef sirloin products because the products are misbranded and contain an undeclared allergen, the U.S. Department of Agriculture's Food Safety and Inspection Service (FSIS) announced today. The products contain milk, a known allergen, which is not noted on the label.	Minnesota Firm Recalls Beef Sirloin Products Due To Misbranding and an Undeclared Allergen
USDA	54277c9796	2012-01-14	http://www.fsis.usda.gov/News_&_Events/Recall_001_2012_Release/index.asp	RSW Distributors, LLC, a Forest City, N.C., establishment is recalling approximately 3,104 pounds of seasoned diced beef products that may contain foreign materials. The products subject to recall were produced on Dec. 9, 2011 and shipped to institutions for further distribution to schools in South Carolina, Tennessee and Washington as part of the USDA's National School Lunch Program.	North Carolina Firm Recalls Diced Beef Products That May Contain Foreign Materials
USDA	4f7d7b9636	2011-12-31	http://www.fsis.usda.gov/News_&_Events/Recall_102_2011_Release/index.asp	Shamrock Foods, a Phoenix, Ariz., establishment, is recalling approximately 7,500 pounds of marinated beef and marinated chicken products because the marinated beef product contains soybeans, wheat, and sulfites, and the marinated chicken product contains wheat, milk and sulfites, known allergens that are not declared on the label for either product.	Arizona Firm Recalls Marinated Beef and Chicken Products Due To Mislabeling and Undeclared Allergens
USDA	db5f08dd5d	2011-12-17	http://www.fsis.usda.gov/News_&_Events/Recall_101_2011_Release/index.asp	Tyson Fresh Meats Inc., a Dakota City, Neb. establishment, is recalling approximately 40,948 pounds of ground beef products that may be contaminated with E. coli O157:H7.	Nebraska Firm Recalls Ground Beef Products Due To Possible E. Coli O157:H7 Contamination
USDA	db5f08dd5d	2011-12-17	http://www.fsis.usda.gov/News_&_Events/Recall_101_2011_Release/index.asp	Tyson Fresh Meats Inc., a Dakota City, Neb. establishment, is recalling approximately 40,948 pounds of ground beef products that may be contaminated with E. coli O157:H7.	Nebraska Firm Recalls Ground Beef Products Due To Possible E. Coli O157:H7 Contamination
USDA	d43d73742a	2011-12-16	http://www.fsis.usda.gov/News_&_Events/Recall_100_2011_Release/index.asp	Hannaford, a Scarborough, Maine-based grocery chain, is recalling an undetermined amount of fresh ground beef products that may be contaminated with a strain of Salmonella Typhimurium, the U.S. Department of Agriculture's Food Safety and Inspection Service (FSIS) announced today.	Northeastern Grocery Chain Recalls Ground Beef Products Due To Possible Salmonella Contamination
USDA	8a16df2abd	2011-12-15	http://www.fsis.usda.gov/News_&_Events/Recall_099_2011_Release/index.asp	B. Roberts Foods, a Charlotte, N.C. establishment, is recalling approximately 130 pounds of individual serving meatloaf entrées because of misbranding and an undeclared allergen. The product contains anchovies, a known allergen, which is not noted on the label.	North Carolina Firm Recalls Meatloaf Entrées Due to Misbranding and an Undeclared Allergen
USDA	377b36e65b	2011-12-11	http://www.fsis.usda.gov/News_&_Events/Recall_098_2011_Release/index.asp	Silva Sausage Co., a Gilroy, Calif. establishment, is recalling approximately 2,290 pounds of a chorizo sausage product because of misbranding and an undeclared allergen.	California Firm Recalls Chorizo Sausages Due to Misbranding and an Undeclared Allergen
USDA	a78081b542	2011-12-09	http://www.fsis.usda.gov/News_&_Events/Recall_096_2011_Release/index.asp	D’Orazio Foods, Inc., a Bellmawr, N.J., establishment, is recalling approximately 161,000 pounds of frozen stuffed pasta products that were produced without the benefit of federal inspection.	New Jersey Firm Recalls Frozen Stuffed Pasta Products Produced Without Benefit of Inspection
USDA	7701c0a642	2011-12-09	http://www.fsis.usda.gov/News_&_Events/Recall_097_2011_Release/index.asp	House of Raeford Farms, a Raeford, N.C. establishment, is recalling approximately 4,140 pounds of cooked chicken breasts that may be contaminated with Listeria monocytogenes.	North Carolina Firm Recalls Oven Roasted Chicken Breast For Possible Listeria Contamination
USDA	f6e82b76e3	2011-12-02	http://www.fsis.usda.gov/News_&_Events/Recall_095_2011_Release/index.asp	Popkoff Frozen Food, doing business as Blossom Foods, a San Francisco, Calif. establishment is recalling approximately 500 pounds of frozen, pureed chicken products because of misbranding and an undeclared allergen. The products contain the allergen, soy, which is not declared on the label.	California Firm Recalls Pureed Chicken Products Due To Misbranding and Undeclared Allergen
USDA	1be155d42c	2011-11-29	http://www.fsis.usda.gov/News_&_Events/Recall_093_2011_Release/index.asp	Silva Sausage Co., a Gilroy, Calif. establishment, is recalling approximately 1,010 pounds of British style banger sausages because of misbranding and an undeclared allergen, the U.S. Department of Agriculture's Food Safety and Inspection Service (FSIS) announced today. The products contain wheat, a known allergen, which is not noted on the label.	California Firm Recalls British Style Banger Sausages Due To Misbranding and an Undeclared Allergen
USDA	ae17bb11ad	2011-11-29	http://www.fsis.usda.gov/News_&_Events/Recall_094_2011_Release/index.asp	Papa Cantella's Inc., a Vernon, Calif. establishment, is recalling approximately 456 pounds of chicken sausages because of misbranding and an undeclared allergen, the U.S. Department of Agriculture's Food Safety and Inspection Service (FSIS) announced today. The product being recalled contains walnuts, a known allergen, which is not noted on the label.	California Firm Recalls Chicken Sausages Due To Misbranding and an Undeclared Allergen
USDA	e8cb0c0591	2011-11-23	http://www.fsis.usda.gov/News_&_Events/Recall_092_2011_Release/index.asp	Berk Lombardo, a Brooklyn, N.Y. establishment, is recalling approximately 1,080 pounds of stuffed chicken products because of misbranding and undeclared ingredients, including known allergens. The products may contain any of the following combinations of undeclared ingredients: eggs, milk, monosodium glutamate (MSG) or soy, which are not noted on the label.	New York Firm Recalls Stuffed Chicken Products Due To Misbranding and Undeclared Allergens
USDA	4092f15990	2011-11-14	http://www.fsis.usda.gov/Fsis_Recalls/RNR_091_2011/index.asp	M&P Food Production, a Brooklyn, N.Y. establishment, is recalling 63 pounds of Veal Russian Brand dumplings because the dumplings are misbranded in that they may contain pork, which is not declared on the label.	Recall Notification Report 091-2011
USDA	2eaa000d32	2011-11-09	http://www.fsis.usda.gov/News_&_Events/Recall_090_2011_Release/index.asp	Schreiber Processing Corporation, a Maspeth, N.Y. establishment, is recalling an undetermined amount of broiled chicken liver products that are linked to a cluster of Salmonellosis illnesses in New Jersey and New York.	New York Firm Recalls Broiled Chicken Liver Products Linked to Salmonellosis Illnesses
USDA	425f926a21	2011-11-08	http://www.fsis.usda.gov/News_&_Events/Recall_089_2011_Release/index.asp	Whittington’s Jerky, Inc., a Johnson City, Texas establishment, is recalling approximately 126 pounds of beef jerky products that may be contaminated with Salmonella, the U.S. Department of Agriculture's Food Safety and Inspection Service (FSIS) announced today.	Texas Firm Recalls Beef Jerky Products Due to Possible Salmonella Contamination
USDA	e6a266a632	2011-11-01	http://www.fsis.usda.gov/News_&_Events/Recall_088_2011_Release/index.asp	Windsor Quality Food Co. Ltd., a Los Angeles, Calif., establishment is recalling approximately 11,390 pounds of chicken pot pie empanadas that may contain foreign materials.	California Firm Recalls Chicken Pot Pie Empanadas That May Contain Foreign Materials
USDA	922a316225	2011-10-27	http://www.fsis.usda.gov/News_&_Events/Recall_086_2011_Release/index.asp	Judy's Catering, LLC., a Burbank, Calif., establishment, is recalling approximately 4,100 pounds of ready-to-eat meals because they were produced without the benefit of federal inspection.	California Firm Recalls Ready-To-Eat Meals Produced Without Benefit of Inspection
USDA	46625c5d4c	2011-10-27	http://www.fsis.usda.gov/fsis_recalls/RNR_087_2011/index.asp	Original Fried Pies, Inc., a Davis, Okla., establishment, is recalling approximately 8,888 pounds of frozen meat and poultry pie products because they are misbranded and contain sodium benzoate, a food preservative, which does not appear on package labels and is not approved for use as an added ingredient in meat and poultry products.	Recall Notification Report 087-2011
USDA	6a206eb9d8	2011-10-25	http://www.fsis.usda.gov/News_&_Events/Recall_085_2011_Release/index.asp	Supreme Meat Purveyors, a San Antonio, Texas establishment, is recalling approximately 22,100 pounds of Carne Guisada. The products contain soy, a known allergen, which is not declared on the label. Products were distributed to restaurants in Louisiana and Texas.	Texas Firm Recalls Carne Guisada Due To Misbranding and Undeclared Allergen
USDA	8e787393fa	2011-10-23	http://www.fsis.usda.gov/News_&_Events/Recall_084_2011_Release/index.asp	Kuck’s Turkey Farm, a St. Marys, Ohio establishment, is recalling approximately 2,325 pounds of fully cooked skinless turkey breast products. The products contain wheat and soy, which are not declared on the label, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced today. Wheat and soy are known allergens.	Ohio Firm Recalls Turkey Breast Due to Misbranding and Undeclared Allergens
USDA	d2446fe2fe	2011-10-14	http://www.fsis.usda.gov/News_&_Events/Recall_082_2011_Release/index.asp	Phil’s Fresh Foods, Inc., a Boulder, Colo., establishment is recalling approximately 15,760 pounds of frozen chicken and steak fajita products due to misbranding, as the chicken fajita packages may contain steak, and the steak fajita packages may contain chicken.	Colorado Firm Recalls Frozen Chicken and Steak Fajita Products Due to Misbranding
USDA	50937b7789	2011-10-14	http://www.fsis.usda.gov/News_&_Events/Recall_083_2011_Release/index.asp	E-Z Shop Kitchens, Inc., a Fremont, Ohio, establishment, is recalling an undetermined amount of ready-to-eat, seasoned beef and shredded pork products because they were produced without the benefit of federal inspection.	Ohio Firm Recalls Ready-To-Eat Beef, Pork Products Produced Without Benefit of Inspection
USDA	03daa7c637	2011-10-13	http://www.fsis.usda.gov/News_&_Events/Recall_081_2011_Release/index.asp	Chef’s Requested Foods, Inc., an Oklahoma City, Okla., establishment is recalling approximately 875 pounds of center cut steaks because the packages actually contain turkey filets. The turkey filets contain the allergens wheat and soy, and the center cut steak labels do not list wheat as an ingredient.	Oklahoma Firm Recalls Center Cut Steaks Due to Misbranding and Undeclared Allergen
USDA	664181167d	2011-10-11	http://www.fsis.usda.gov/News_&_Events/Recall_080_2011_Release/index.asp	Commercial Meat Co., a Los Angeles, Calif., establishment is recalling approximately 377,775 pounds of ground beef products that may be contaminated with E. coli O157:H7, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced today.	California Firm Recalls Ground Beef Due to Possible E.Coli O157:H7 Contamination
USDA	3d05f1a1bf	2011-10-04	http://www.fsis.usda.gov/News_&_Events/Recall_079_2011_Release/index.asp	Greencore USA, Inc., a Cincinnati, Ohio, establishment, is recalling approximately 57 pounds of salad products containing meat and poultry, because the grape tomatoes used in these products may be contaminated with Salmonella.	Ohio Firm Recalls Chef Salads Containing Meat and Poultry Due to Possible Salmonella Contamination
USDA	c466b5b8eb	2011-10-01	http://www.fsis.usda.gov/News_&_Events/Recall_078_2011_Release/index.asp	Manning Beef, LLC, a Pico Rivera, Calif. establishment, is voluntarily recalling approximately 80,000 pounds of beef products that may be contaminated with E. coli O157:H7.	California Firm Recalls Beef Products Due To Possible E. Coli O157:H7 Contamination
USDA	9a74a37253	2011-09-28	http://www.fsis.usda.gov/News_&_Events/Recall_077_2011_Release/index.asp	Tyson Fresh Meats Inc., an Emporia, Kan. establishment, is recalling approximately 131,300 pounds of ground beef products that may be contaminated with E. coli O157:H7.	Kansas Firm Recalls Ground Beef Products Due To Possible E. Coli O157:H7 Contamination
USDA	181792f6f9	2011-09-27	http://www.fsis.usda.gov/News_&_Events/Recall_076_2011_Release/index.asp	K. Heeps, Inc., an Allentown, Penn., establishment, is recalling approximately 5,550 pounds of pureed pork products that may contain foreign materials, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced today.	Pennsylvania Firm Recalls Pureed Pork Products That May Contain Foreign Materials
USDA	c0fae396da	2011-09-24	http://www.fsis.usda.gov/News_&_Events/Recall_075_2011_Release/index.asp	Palo Duro Meat, an Amarillo, Texas, establishment, is recalling 40,000 pounds of frozen fine ground beef products that may be contaminated with E. coli O157:H7.	Texas Firm Recalls Ground Beef Due To Possible E. Coli O157:H7 Contamination
USDA	64e801994a	2011-09-23	http://www.fsis.usda.gov/News_&_Events/Recall_074_2011_Release/index.asp	Mattern Sausage, an Orange, Calif., establishment is recalling approximately 72 pounds of tongue and blood sausage because of mislabeling and an undeclared allergen. The product contains hydrolyzed soy protein, which is not declared on the label.	California Firm Recalls Tongue and Blood Sausage Product Due To Mislabeling and Undeclared Allergen
USDA	f9e0d2cec6	2011-09-22	http://www.fsis.usda.gov/News_&_Events/Recall_073_2011_Release/index.asp	Roundy’s Supermarkets Inc., a Milwaukee based company with an establishment in Kenosha, Wisc., is recalling approximately 360 pounds of breaded chicken breast products, that should have been fully cooked, because they may have been undercooked.	Wisconsin Firm Recalls Fully Cooked Chicken Breast Products That May Be Undercooked
USDA	33cd3e9446	2011-09-21	http://www.fsis.usda.gov/News_&_Events/Recall_072_2011_Release/index.asp	M & P Food Production Ltd., a Brooklyn, N.Y. establishment, is recalling approximately 11,000 lbs. of chicken, beef, veal, and pork dumpling products because they may contain an undeclared allergen, milk.	New York Firm Recalls Chicken, Beef, Veal and Pork Products Due to an Undeclared Allergen
USDA	fd8649d712	2011-09-11	http://www.fsis.usda.gov/News_&_Events/Recall_071_2011_Release/index.asp	Cargill Meat Solutions Corporation, a Springdale, Ark. establishment, is recalling approximately 185,000 pounds of ground turkey products that may be contaminated with a strain of Salmonella Heidelberg.	Arkansas Firm Recalls Ground Turkey Products Due to Possible Salmonella Contamination
USDA	b0e5adccc2	2011-08-31	http://www.fsis.usda.gov/News_&_Events/Recall_070_2011_Expanded/index.asp	So Ono Food Products, a Honolulu, Hawaii establishment, is expanding its recall of chicken Caesar salad products by an additional 46 pounds. The products were made with egg, a known allergen which is not declared on the package label.	Hawaii Firm Recalls Chicken Caesar Salads Due To Misbranding and Undeclared Allergens
USDA	168ed879b7	2011-08-29	http://www.fsis.usda.gov/News_&_Events/Recall_069_2011_Release/index.asp	Triple B Corporation, an Anchorage, Alaska establishment, is recalling approximately 229 pounds of chicken Caesar salads because of misbranding and an undeclared allergen. The chicken Caesar salads include individual packets of Caesar salad dressing made with egg, a known allergen which is not declared on the package label.	Alaska Firm Recalls Pre-Made Chicken Caesar Salads Due To Misbranding and Undeclared Allergens
USDA	b338f21702	2011-08-27	http://www.fsis.usda.gov/News_&_Events/Recall_070_2011_Release/index.asp	So Ono Food Products, a Honolulu, Hawaii establishment, is recalling approximately 553 pounds of chicken Caesar salads because of misbranding and an undeclared allergen. The chicken Caesar salads include individual packets of Caesar salad dressing made with egg, a known allergen which is not declared on the package label.	Hawaii Firm Recalls Chicken Caesar Salads Due To Misbranding and Undeclared Allergens
USDA	dadb18481b	2011-08-27	http://www.fsis.usda.gov/News_&_Events/Recall_068_2011_Release/index.asp	Taylor Farms, a Tracy, Calif. establishment is recalling approximately 52,191 pounds of chicken Caesar salad products because of misbranding and undeclared allergens. The products contain egg, an allergen, which is not noted on the label. The egg is an ingredient in the Caesar dressing packet in the salads.	California Firm Recalls Chicken Caesar Salad Products Due To Misbranding and Undeclared Allergen
USDA	a72aa4adb1	2011-08-27	http://www.fsis.usda.gov/News_&_Events/Recall_067_2011_Release/index.asp	Silva Sausage Co., a Gilroy, Calif. establishment, is recalling approximately 28,782 pounds of chicken sausage products because of misbranding and an undeclared allergen. The products contain the undeclared allergen, cultured whey, an ingredient in the spice blend, which is not noted on the label.	California Firm Recalls Chicken Products Due To An Undeclared Allergen
USDA	1f62d265e6	2011-08-19	http://www.fsis.usda.gov/Fsis_Recalls/RNR_066_2011/index.asp	Vantage Foods, a Lenoir, N.C. establishment is recalling approximately 1,642 pounds of ground beef products that may contain foreign material.	Recall Notification Report 066-2011
USDA	7f230e243a	2011-08-15	http://www.fsis.usda.gov/News_&_Events/Recall_065_2011_Release/index.asp	Jerry’s Foods, an Annandale, Minn. establishment is recalling approximately 24 pounds of summer sausage products because of misbranding and undeclared allergens. The products contain the undeclared allergens whey and soy, ingredients in a spice blend, which are not noted on the label.	Minnesota Firm Recalls Summer Sausage Products Due To Misbranding And An Undeclared Alergen
USDA	c2dc5fb99a	2011-08-13	http://www.fsis.usda.gov/News_&_Events/Recall_064_2011_Release/index.asp	National Beef Packing Co. LLC, a Dodge City, Kan., establishment, is recalling approximately 60,424 pounds of ground beef products that may be adulterated with E. coli O157:H7.	Kansas Slaughter Firm Recalls Ground Beef Due to Possible E. Coli O157:H7 Adulteration
USDA	c90724555a	2011-08-12	http://www.fsis.usda.gov/News_&_Events/Recall_062_2011_Expanded/index.asp	McNees Meats and Wholesale LLC., a North Branch, Mich., establishment is expanding its recall to include approximately 2,200 pounds of ground beef product that may be contaminated with E. Coli O157: NM (non-motile).	Michigan Firm Expands Recall of Ground Beef Products Due To Possible E. Coli O157: NM Contamination
USDA	90bacc654c	2011-08-12	http://www.fsis.usda.gov/News_&_Events/Recall_063_2011_Release/index.asp	Aliments Prince, S.E.C., an establishment from Ontario, Canada, is recalling approximately 380,000 pounds of diced bacon products that may be contaminated with Listeria monocytogenes.	Canadian Firm Recalls Bacon Products for Possible Listeria Contamination
USDA	f33dcb813a	2011-08-10	http://www.fsis.usda.gov/News_&_Events/Recall_062_2011_Release/index.asp	McNees Meats and Wholesale LLC., a North Branch, Mich., establishment is recalling approximately 360 pounds of ground beef product products that may be contaminated with E. coli O157:H7.	Michigan Firm Recalls Ground Beef Products Due to Possible E. Coli O157:H7 Contamination
USDA	dd9022c83f	2011-08-05	http://www.fsis.usda.gov/Fsis_Recalls/RNR_061_2011/index.asp	AdvancePierre Foods, Inc., an Orange City, Iowa, establishment, is recalling approximately 10,668 pounds of beef patty products that may contain foreign materials.	Recall Notification Report 061-2011
USDA	68b0d39a0a	2011-08-04	http://www.fsis.usda.gov/News_&_Events/Recall_060_2011_Release/index.asp	Cargill Meat Solutions Corporation, a Springdale, Ark. establishment, is recalling approximately 36 million pounds of ground turkey products that may be contaminated with a multi-drug resistant strain of Salmonella Heidelberg, the U.S. Department of Agriculture's Food Safety and Inspection Service (FSIS) announced today.	Arkansas Firm Recalls Ground Turkey Products Due to Possible Salmonella Contamination
USDA	93165a1af6	2011-07-31	http://www.fsis.usda.gov/News_&_Events/Recall_059_2011_Release/index.asp	SHSCO Manufacturing LLC, a Phoenix, Ariz., establishment, is recalling an undetermined amount of meat products because the products were produced without federal inspection	Arizona Firm Recalls Various Meat Products Produced Without Inspection
USDA	0603ff3d80	2011-07-28	http://www.fsis.usda.gov/News_&_Events/Recall_057_2011_Release/index.asp	Northwestern Meat, Inc., a Miami, Fla. firm, is recalling approximately 6,240 pounds of frozen boneless beef products imported from Honduras that may contain the animal drug Ivermectin.	Florida Firm Recalls Imported Beef Products Due To Potential Animal Drug Contaminant
USDA	e3cf261dae	2011-07-27	http://www.fsis.usda.gov/FSIS_Recalls/Open_Federal_Cases/index.asp	Flying Food Group, LLC, a Lawrenceville, Ga., establishment, is expanding its recall of ready-to-eat chicken, turkey, beef and pork products by an additional 6,901 pounds, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced today. The products may be contaminated with Listeria monocytogenes. The initial recall was issued July 19.	Georgia Firm Recalls More Ready-To-Eat Products for Possible Listeria Contamination
USDA	7f5cfc5ed2	2011-07-27	http://www.fsis.usda.gov/News_&_Events/Recall_052_2011_Expanded/index.asp	Pilgrim’s Pride Corporation, a Mount Pleasant, Texas, establishment, is expanding its recall of ready-to-eat chicken products by an additional 7,072 pounds, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced today. The products may be contaminated with Listeria monocytogenes. The initial recall was issued on July 20, 2011.	Texas Firm Recalls Aditional Ready-to-Eat Chicken Products for possible Listeria Contamination
USDA	7d770f096f	2011-07-27	http://www.fsis.usda.gov/News_&_Events/Recall_050_2011_Expanded/index.asp	Flying Food Group, LLC, a Lawrenceville, Ga., establishment, is expanding its recall of ready-to-eat chicken, turkey, beef and pork products by an additional 6,901 pounds, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced today. The products may be contaminated with Listeria monocytogenes. The initial recall was issued July 19.	Georgia Firm Recalls More Ready-To-Eat Products for Possible Listeria Contamination
USDA	e3b966b09a	2011-07-23	http://www.fsis.usda.gov/News_&_Events/Recall_055_2011_Release/index.asp	A New York importer is recalling approximately 2,900 pounds of diced bacon products that may be contaminated with Listeria monocytogenes,	New York Importer Recalls Bacon Products for Possible Listeria Contamination
USDA	04cb75e5e3	2011-07-23	http://www.fsis.usda.gov/News_&_Events/Recall_054_2011_Release/index.asp	A Fowler, CA, establishment, is recalling approximately 2,560 pounds of chopped beef products produced without the benefit of federal inspection.	California Firm Recalls Beef Products Produced without Inspection
USDA	65bf50f198	2011-07-23	http://www.fsis.usda.gov/News_&_Events/Recall_053_2011_Release/index.asp	Ohio establishment is recalling approximately 6,200 pounds of various beef jerky products because of misbranding and undeclared allergens.	Ohio Firm Recalls Various Beef Jerky Products due to Misbranding and Undeclared Allergens
USDA	ec0c550944	2011-07-23	http://www.fsis.usda.gov/News_&_Events/Recall_051_2011_Release/index.asp	Malcolm Meats, a Northwood, Ohio, establishment is recalling approximately 4,530 pounds of various marinated beef products because of misbranding and undeclared allergens. The products contain known allergens, wheat and soy, which are not declared on the label.	Ohio Firm Recalls Various Marinated Beef Products Due to Misbranding and Undeclared Allergens
USDA	d979d5ff1a	2011-07-21	http://www.fsis.usda.gov/News_&_Events/Recall_052_2011_Release/index.asp	Pilgrim’s Pride Corporation, a firm with establishments in Mount Pleasant, TX and Waco, TX is recalling approximately 11,240 pounds of ready-to-eat chicken products that may be contaminated with Listeria monocytogenes.	Texas Firm Recalls Ready-To-Eat Chicken Products for Possible Listeria Contamination
USDA	1361d6ca4f	2011-07-20	http://www.fsis.usda.gov/News_&_Events/Recall_050_2011_Release/index.asp	Flying Food Group, LLC, a Lawrenceville, Ga., establishment, is recalling approximately 204 pounds of ready-to-eat chicken wraps and plates that may be contaminated with Listeria monocytogenes.	Georgia Firm Recalls Ready-To-Eat Chicken Products for Possible Listeria Contamination
USDA	2cde59d12e	2011-07-15	http://www.fsis.usda.gov/News_&_Events/Recall_049_2011_Release/index.asp	Palmex, Inc., a Champlain, N.Y. establishment, is recalling approximately 197 pounds of imported, ready-to-eat, smoked duck breast products that may be contaminated with Salmonella.	New York Firm Recalls Imported Ready-To-Eat Smoked Duck Breast Products Due To Possible Salmonella Contamination
